NO,DATE,TIME,FUNCTION,RANGE,SPEED,VALUE
1091,2021-07-31,08:26:54:932634,DC VOLTAGE,5V,MEDIUM,4.272328
1092,2021-07-31,08:26:56:948784,DC VOLTAGE,5V,MEDIUM,4.272398
1093,2021-07-31,08:26:58:955657,DC VOLTAGE,5V,MEDIUM,4.272579
1094,2021-07-31,08:27:00:972669,DC VOLTAGE,5V,MEDIUM,4.272707
1095,2021-07-31,08:27:02:988498,DC VOLTAGE,5V,MEDIUM,4.272768
1096,2021-07-31,08:27:04:998752,DC VOLTAGE,5V,MEDIUM,4.272967
1097,2021-07-31,08:27:07:001947,DC VOLTAGE,5V,MEDIUM,4.273081
1098,2021-07-31,08:27:09:006639,DC VOLTAGE,5V,MEDIUM,4.273179
1099,2021-07-31,08:27:11:011584,DC VOLTAGE,5V,MEDIUM,4.273355
1100,2021-07-31,08:27:13:024780,DC VOLTAGE,5V,MEDIUM,4.273484
1101,2021-07-31,08:27:15:035653,DC VOLTAGE,5V,MEDIUM,4.273564
1102,2021-07-31,08:27:17:043605,DC VOLTAGE,5V,MEDIUM,4.27375
1103,2021-07-31,08:27:19:048137,DC VOLTAGE,5V,MEDIUM,4.27387
1104,2021-07-31,08:27:21:058679,DC VOLTAGE,5V,MEDIUM,4.273926
1105,2021-07-31,08:27:23:075717,DC VOLTAGE,5V,MEDIUM,4.274196
1106,2021-07-31,08:27:25:078762,DC VOLTAGE,5V,MEDIUM,4.274277
1107,2021-07-31,08:27:27:090649,DC VOLTAGE,5V,MEDIUM,4.274382
1108,2021-07-31,08:27:29:099773,DC VOLTAGE,5V,MEDIUM,4.274558
1109,2021-07-31,08:27:31:107772,DC VOLTAGE,5V,MEDIUM,4.274615
1110,2021-07-31,08:27:33:114461,DC VOLTAGE,5V,MEDIUM,4.274762
1111,2021-07-31,08:27:35:118691,DC VOLTAGE,5V,MEDIUM,4.274966
1112,2021-07-31,08:27:37:126697,DC VOLTAGE,5V,MEDIUM,4.275003
1113,2021-07-31,08:27:39:141197,DC VOLTAGE,5V,MEDIUM,4.275156
1114,2021-07-31,08:27:41:154689,DC VOLTAGE,5V,MEDIUM,4.27524
1115,2021-07-31,08:27:43:161599,DC VOLTAGE,5V,MEDIUM,4.275419
1116,2021-07-31,08:27:45:175018,DC VOLTAGE,5V,MEDIUM,4.27552
1117,2021-07-31,08:27:47:190048,DC VOLTAGE,5V,MEDIUM,4.275597
1118,2021-07-31,08:27:49:199743,DC VOLTAGE,5V,MEDIUM,4.275773
1119,2021-07-31,08:27:51:203686,DC VOLTAGE,5V,MEDIUM,4.275916
1120,2021-07-31,08:27:53:212666,DC VOLTAGE,5V,MEDIUM,4.276031
1121,2021-07-31,08:27:55:226814,DC VOLTAGE,5V,MEDIUM,4.276222
1122,2021-07-31,08:27:57:232635,DC VOLTAGE,5V,MEDIUM,4.27629
1123,2021-07-31,08:27:59:248662,DC VOLTAGE,5V,MEDIUM,4.276413
1124,2021-07-31,08:28:01:259633,DC VOLTAGE,5V,MEDIUM,4.276595
1125,2021-07-31,08:28:03:276677,DC VOLTAGE,5V,MEDIUM,4.276658
1126,2021-07-31,08:28:05:279763,DC VOLTAGE,5V,MEDIUM,4.276756
1127,2021-07-31,08:28:07:286779,DC VOLTAGE,5V,MEDIUM,4.276955
1128,2021-07-31,08:28:09:303691,DC VOLTAGE,5V,MEDIUM,4.277039
1129,2021-07-31,08:28:11:311601,DC VOLTAGE,5V,MEDIUM,4.277156
1130,2021-07-31,08:28:13:328728,DC VOLTAGE,5V,MEDIUM,4.277312
1131,2021-07-31,08:28:15:345730,DC VOLTAGE,5V,MEDIUM,4.2774
1132,2021-07-31,08:28:17:356872,DC VOLTAGE,5V,MEDIUM,4.277522
1133,2021-07-31,08:28:19:364745,DC VOLTAGE,5V,MEDIUM,4.277718
1134,2021-07-31,08:28:21:368654,DC VOLTAGE,5V,MEDIUM,4.277793
1135,2021-07-31,08:28:23:371544,DC VOLTAGE,5V,MEDIUM,4.277897
1136,2021-07-31,08:28:25:378647,DC VOLTAGE,5V,MEDIUM,4.278056
1137,2021-07-31,08:28:27:388753,DC VOLTAGE,5V,MEDIUM,4.278185
1138,2021-07-31,08:28:29:400852,DC VOLTAGE,5V,MEDIUM,4.278265
1139,2021-07-31,08:28:31:418664,DC VOLTAGE,5V,MEDIUM,4.27841
1140,2021-07-31,08:28:33:420816,DC VOLTAGE,5V,MEDIUM,4.278569
1141,2021-07-31,08:28:35:436653,DC VOLTAGE,5V,MEDIUM,4.278614
1142,2021-07-31,08:28:37:446012,DC VOLTAGE,5V,MEDIUM,4.27873
1143,2021-07-31,08:28:39:453746,DC VOLTAGE,5V,MEDIUM,4.278929
1144,2021-07-31,08:28:41:470109,DC VOLTAGE,5V,MEDIUM,4.278985
1145,2021-07-31,08:28:43:473772,DC VOLTAGE,5V,MEDIUM,4.279114
1146,2021-07-31,08:28:45:490070,DC VOLTAGE,5V,MEDIUM,4.279323
1147,2021-07-31,08:28:47:502719,DC VOLTAGE,5V,MEDIUM,4.279364
1148,2021-07-31,08:28:49:513763,DC VOLTAGE,5V,MEDIUM,4.279484
1149,2021-07-31,08:28:51:516596,DC VOLTAGE,5V,MEDIUM,4.279646
1150,2021-07-31,08:28:53:529652,DC VOLTAGE,5V,MEDIUM,4.279733
1151,2021-07-31,08:28:55:543668,DC VOLTAGE,5V,MEDIUM,4.279852
1152,2021-07-31,08:28:57:558846,DC VOLTAGE,5V,MEDIUM,4.280033
1153,2021-07-31,08:28:59:563778,DC VOLTAGE,5V,MEDIUM,4.280089
1154,2021-07-31,08:29:01:571533,DC VOLTAGE,5V,MEDIUM,4.280231
1155,2021-07-31,08:29:03:581513,DC VOLTAGE,5V,MEDIUM,4.280425
1156,2021-07-31,08:29:05:590818,DC VOLTAGE,5V,MEDIUM,4.280478
1157,2021-07-31,08:29:07:603770,DC VOLTAGE,5V,MEDIUM,4.280597
1158,2021-07-31,08:29:09:616830,DC VOLTAGE,5V,MEDIUM,4.28076
1159,2021-07-31,08:29:11:625747,DC VOLTAGE,5V,MEDIUM,4.280818
1160,2021-07-31,08:29:13:639734,DC VOLTAGE,5V,MEDIUM,4.280974
1161,2021-07-31,08:29:15:644642,DC VOLTAGE,5V,MEDIUM,4.281147
1162,2021-07-31,08:29:17:661617,DC VOLTAGE,5V,MEDIUM,4.281245
1163,2021-07-31,08:29:19:668738,DC VOLTAGE,5V,MEDIUM,4.281322
1164,2021-07-31,08:29:21:678714,DC VOLTAGE,5V,MEDIUM,4.281494
1165,2021-07-31,08:29:23:691544,DC VOLTAGE,5V,MEDIUM,4.281622
1166,2021-07-31,08:29:25:706733,DC VOLTAGE,5V,MEDIUM,4.281682
1167,2021-07-31,08:29:27:722640,DC VOLTAGE,5V,MEDIUM,4.281868
1168,2021-07-31,08:29:29:730366,DC VOLTAGE,5V,MEDIUM,4.281984
1169,2021-07-31,08:29:31:734729,DC VOLTAGE,5V,MEDIUM,4.282028
1170,2021-07-31,08:29:33:737672,DC VOLTAGE,5V,MEDIUM,4.282153
1171,2021-07-31,08:29:35:754770,DC VOLTAGE,5V,MEDIUM,4.282334
1172,2021-07-31,08:29:37:760694,DC VOLTAGE,5V,MEDIUM,4.282409
1173,2021-07-31,08:29:39:772731,DC VOLTAGE,5V,MEDIUM,4.282532
1174,2021-07-31,08:29:41:786671,DC VOLTAGE,5V,MEDIUM,4.2827
1175,2021-07-31,08:29:43:790968,DC VOLTAGE,5V,MEDIUM,4.282769
1176,2021-07-31,08:29:45:795687,DC VOLTAGE,5V,MEDIUM,4.282892
1177,2021-07-31,08:29:47:799677,DC VOLTAGE,5V,MEDIUM,4.283069
1178,2021-07-31,08:29:49:806825,DC VOLTAGE,5V,MEDIUM,4.283173
1179,2021-07-31,08:29:51:818627,DC VOLTAGE,5V,MEDIUM,4.283237
1180,2021-07-31,08:29:53:831532,DC VOLTAGE,5V,MEDIUM,4.283417
1181,2021-07-31,08:29:55:834743,DC VOLTAGE,5V,MEDIUM,4.283554
1182,2021-07-31,08:29:57:838701,DC VOLTAGE,5V,MEDIUM,4.283598
1183,2021-07-31,08:29:59:848666,DC VOLTAGE,5V,MEDIUM,4.283759
1184,2021-07-31,08:30:01:860219,DC VOLTAGE,5V,MEDIUM,4.283875
1185,2021-07-31,08:30:03:876743,DC VOLTAGE,5V,MEDIUM,4.283954
1186,2021-07-31,08:30:05:883494,DC VOLTAGE,5V,MEDIUM,4.284126
1187,2021-07-31,08:30:07:893640,DC VOLTAGE,5V,MEDIUM,4.284235
1188,2021-07-31,08:30:09:908702,DC VOLTAGE,5V,MEDIUM,4.284286
1189,2021-07-31,08:30:11:921517,DC VOLTAGE,5V,MEDIUM,4.28446
1190,2021-07-31,08:30:13:927759,DC VOLTAGE,5V,MEDIUM,4.284584
1191,2021-07-31,08:30:15:944759,DC VOLTAGE,5V,MEDIUM,4.284639
1192,2021-07-31,08:30:17:958649,DC VOLTAGE,5V,MEDIUM,4.28481
1193,2021-07-31,08:30:19:962659,DC VOLTAGE,5V,MEDIUM,4.284927
1194,2021-07-31,08:30:21:976838,DC VOLTAGE,5V,MEDIUM,4.285042
1195,2021-07-31,08:30:23:994220,DC VOLTAGE,5V,MEDIUM,4.285244
1196,2021-07-31,08:30:25:996756,DC VOLTAGE,5V,MEDIUM,4.285269
1197,2021-07-31,08:30:28:008055,DC VOLTAGE,5V,MEDIUM,4.285378
1198,2021-07-31,08:30:30:024680,DC VOLTAGE,5V,MEDIUM,4.285562
1199,2021-07-31,08:30:32:037745,DC VOLTAGE,5V,MEDIUM,4.285625
1200,2021-07-31,08:30:34:046678,DC VOLTAGE,5V,MEDIUM,4.285753
1201,2021-07-31,08:30:36:060110,DC VOLTAGE,5V,MEDIUM,4.285793
1202,2021-07-31,08:30:38:063714,DC VOLTAGE,5V,MEDIUM,4.285978
1203,2021-07-31,08:30:40:072679,DC VOLTAGE,5V,MEDIUM,4.286091
1204,2021-07-31,08:30:42:089769,DC VOLTAGE,5V,MEDIUM,4.286132
1205,2021-07-31,08:30:44:097662,DC VOLTAGE,5V,MEDIUM,4.286315
1206,2021-07-31,08:30:46:104691,DC VOLTAGE,5V,MEDIUM,4.2864
1207,2021-07-31,08:30:48:116560,DC VOLTAGE,5V,MEDIUM,4.286469
1208,2021-07-31,08:30:50:122667,DC VOLTAGE,5V,MEDIUM,4.286635
1209,2021-07-31,08:30:52:130453,DC VOLTAGE,5V,MEDIUM,4.286758
1210,2021-07-31,08:30:54:148652,DC VOLTAGE,5V,MEDIUM,4.286811
1211,2021-07-31,08:30:56:165733,DC VOLTAGE,5V,MEDIUM,4.286957
1212,2021-07-31,08:30:58:172751,DC VOLTAGE,5V,MEDIUM,4.287078
1213,2021-07-31,08:31:00:177739,DC VOLTAGE,5V,MEDIUM,4.287154
1214,2021-07-31,08:31:02:194747,DC VOLTAGE,5V,MEDIUM,4.287305
1215,2021-07-31,08:31:04:207708,DC VOLTAGE,5V,MEDIUM,4.287421
1216,2021-07-31,08:31:06:224691,DC VOLTAGE,5V,MEDIUM,4.287481
1217,2021-07-31,08:31:08:229728,DC VOLTAGE,5V,MEDIUM,4.287632
1218,2021-07-31,08:31:10:232746,DC VOLTAGE,5V,MEDIUM,4.287771
1219,2021-07-31,08:31:12:237711,DC VOLTAGE,5V,MEDIUM,4.287808
1220,2021-07-31,08:31:14:253686,DC VOLTAGE,5V,MEDIUM,4.28803
1221,2021-07-31,08:31:16:263751,DC VOLTAGE,5V,MEDIUM,4.288116
1222,2021-07-31,08:31:18:276630,DC VOLTAGE,5V,MEDIUM,4.288208
1223,2021-07-31,08:31:20:282633,DC VOLTAGE,5V,MEDIUM,4.28837
1224,2021-07-31,08:31:22:291598,DC VOLTAGE,5V,MEDIUM,4.28843
1225,2021-07-31,08:31:24:295778,DC VOLTAGE,5V,MEDIUM,4.288554
1226,2021-07-31,08:31:26:302650,DC VOLTAGE,5V,MEDIUM,4.288714
1227,2021-07-31,08:31:28:311617,DC VOLTAGE,5V,MEDIUM,4.288776
1228,2021-07-31,08:31:30:315792,DC VOLTAGE,5V,MEDIUM,4.288883
1229,2021-07-31,08:31:32:329116,DC VOLTAGE,5V,MEDIUM,4.289038
1230,2021-07-31,08:31:34:339702,DC VOLTAGE,5V,MEDIUM,4.289086
1231,2021-07-31,08:31:36:351620,DC VOLTAGE,5V,MEDIUM,4.289213
1232,2021-07-31,08:31:38:358642,DC VOLTAGE,5V,MEDIUM,4.289255
1233,2021-07-31,08:31:40:369785,DC VOLTAGE,5V,MEDIUM,4.289436
1234,2021-07-31,08:31:42:375414,DC VOLTAGE,5V,MEDIUM,4.289526
1235,2021-07-31,08:31:44:385763,DC VOLTAGE,5V,MEDIUM,4.289591
1236,2021-07-31,08:31:46:400587,DC VOLTAGE,5V,MEDIUM,4.28981
1237,2021-07-31,08:31:48:416314,DC VOLTAGE,5V,MEDIUM,4.289851
1238,2021-07-31,08:31:50:427991,DC VOLTAGE,5V,MEDIUM,4.289972
1239,2021-07-31,08:31:52:436873,DC VOLTAGE,5V,MEDIUM,4.290129
1240,2021-07-31,08:31:54:454728,DC VOLTAGE,5V,MEDIUM,4.290195
1241,2021-07-31,08:31:56:462638,DC VOLTAGE,5V,MEDIUM,4.290317
1242,2021-07-31,08:31:58:480260,DC VOLTAGE,5V,MEDIUM,4.290457
1243,2021-07-31,08:32:00:490626,DC VOLTAGE,5V,MEDIUM,4.290518
1244,2021-07-31,08:32:02:506741,DC VOLTAGE,5V,MEDIUM,4.290609
1245,2021-07-31,08:32:04:517773,DC VOLTAGE,5V,MEDIUM,4.290805
1246,2021-07-31,08:32:06:528692,DC VOLTAGE,5V,MEDIUM,4.290833
1247,2021-07-31,08:32:08:533756,DC VOLTAGE,5V,MEDIUM,4.290932
1248,2021-07-31,08:32:10:549582,DC VOLTAGE,5V,MEDIUM,4.291103
1249,2021-07-31,08:32:12:562723,DC VOLTAGE,5V,MEDIUM,4.291152
1250,2021-07-31,08:32:14:579767,DC VOLTAGE,5V,MEDIUM,4.291256
1251,2021-07-31,08:32:16:586628,DC VOLTAGE,5V,MEDIUM,4.291425
1252,2021-07-31,08:32:18:592742,DC VOLTAGE,5V,MEDIUM,4.291484
1253,2021-07-31,08:32:20:596889,DC VOLTAGE,5V,MEDIUM,4.29158
1254,2021-07-31,08:32:22:613653,DC VOLTAGE,5V,MEDIUM,4.291735
1255,2021-07-31,08:32:24:618633,DC VOLTAGE,5V,MEDIUM,4.29184
1256,2021-07-31,08:32:26:625766,DC VOLTAGE,5V,MEDIUM,4.291892
1257,2021-07-31,08:32:28:641611,DC VOLTAGE,5V,MEDIUM,4.292059
1258,2021-07-31,08:32:30:646768,DC VOLTAGE,5V,MEDIUM,4.292204
1259,2021-07-31,08:32:32:650678,DC VOLTAGE,5V,MEDIUM,4.292238
1260,2021-07-31,08:32:34:658666,DC VOLTAGE,5V,MEDIUM,4.292397
1261,2021-07-31,08:32:36:668684,DC VOLTAGE,5V,MEDIUM,4.292506
1262,2021-07-31,08:32:38:681513,DC VOLTAGE,5V,MEDIUM,4.292557
1263,2021-07-31,08:32:40:698010,DC VOLTAGE,5V,MEDIUM,4.292647
1264,2021-07-31,08:32:42:700941,DC VOLTAGE,5V,MEDIUM,4.292803
1265,2021-07-31,08:32:44:707649,DC VOLTAGE,5V,MEDIUM,4.292868
1266,2021-07-31,08:32:46:709999,DC VOLTAGE,5V,MEDIUM,4.292967
1267,2021-07-31,08:32:48:712760,DC VOLTAGE,5V,MEDIUM,4.293138
1268,2021-07-31,08:32:50:715728,DC VOLTAGE,5V,MEDIUM,4.293166
1269,2021-07-31,08:32:52:732674,DC VOLTAGE,5V,MEDIUM,4.293295
1270,2021-07-31,08:32:54:748682,DC VOLTAGE,5V,MEDIUM,4.293448
1271,2021-07-31,08:32:56:753674,DC VOLTAGE,5V,MEDIUM,4.293489
1272,2021-07-31,08:32:58:761598,DC VOLTAGE,5V,MEDIUM,4.29362
1273,2021-07-31,08:33:00:766773,DC VOLTAGE,5V,MEDIUM,4.293765
1274,2021-07-31,08:33:02:775801,DC VOLTAGE,5V,MEDIUM,4.293826
1275,2021-07-31,08:33:04:792208,DC VOLTAGE,5V,MEDIUM,4.293936
1276,2021-07-31,08:33:06:808885,DC VOLTAGE,5V,MEDIUM,4.294077
1277,2021-07-31,08:33:08:816861,DC VOLTAGE,5V,MEDIUM,4.29419
1278,2021-07-31,08:33:10:823754,DC VOLTAGE,5V,MEDIUM,4.294225
1279,2021-07-31,08:33:12:832429,DC VOLTAGE,5V,MEDIUM,4.294401
1280,2021-07-31,08:33:14:840906,DC VOLTAGE,5V,MEDIUM,4.294508
1281,2021-07-31,08:33:16:852744,DC VOLTAGE,5V,MEDIUM,4.294556
1282,2021-07-31,08:33:18:856731,DC VOLTAGE,5V,MEDIUM,4.294698
1283,2021-07-31,08:33:20:863733,DC VOLTAGE,5V,MEDIUM,4.29479
1284,2021-07-31,08:33:22:876694,DC VOLTAGE,5V,MEDIUM,4.294852
1285,2021-07-31,08:33:24:891337,DC VOLTAGE,5V,MEDIUM,4.295005
1286,2021-07-31,08:33:26:904747,DC VOLTAGE,5V,MEDIUM,4.295102
1287,2021-07-31,08:33:28:917108,DC VOLTAGE,5V,MEDIUM,4.295173
1288,2021-07-31,08:33:30:920740,DC VOLTAGE,5V,MEDIUM,4.295307
1289,2021-07-31,08:33:32:930669,DC VOLTAGE,5V,MEDIUM,4.29544
1290,2021-07-31,08:33:34:942917,DC VOLTAGE,5V,MEDIUM,4.295484
1291,2021-07-31,08:33:36:946729,DC VOLTAGE,5V,MEDIUM,4.295587
1292,2021-07-31,08:33:38:949048,DC VOLTAGE,5V,MEDIUM,4.295727
1293,2021-07-31,08:33:40:959665,DC VOLTAGE,5V,MEDIUM,4.295787
1294,2021-07-31,08:33:42:975707,DC VOLTAGE,5V,MEDIUM,4.295879
1295,2021-07-31,08:33:44:981221,DC VOLTAGE,5V,MEDIUM,4.296031
1296,2021-07-31,08:33:46:983736,DC VOLTAGE,5V,MEDIUM,4.296134
1297,2021-07-31,08:33:48:989687,DC VOLTAGE,5V,MEDIUM,4.296216
1298,2021-07-31,08:33:50:995643,DC VOLTAGE,5V,MEDIUM,4.296358
1299,2021-07-31,08:33:53:006668,DC VOLTAGE,5V,MEDIUM,4.296487
1300,2021-07-31,08:33:55:012473,DC VOLTAGE,5V,MEDIUM,4.296491
1301,2021-07-31,08:33:57:027007,DC VOLTAGE,5V,MEDIUM,4.296675
1302,2021-07-31,08:33:59:036692,DC VOLTAGE,5V,MEDIUM,4.296778
1303,2021-07-31,08:34:01:049728,DC VOLTAGE,5V,MEDIUM,4.296812
1304,2021-07-31,08:34:03:059644,DC VOLTAGE,5V,MEDIUM,4.296979
1305,2021-07-31,08:34:05:065659,DC VOLTAGE,5V,MEDIUM,4.297067
1306,2021-07-31,08:34:07:078746,DC VOLTAGE,5V,MEDIUM,4.297119
1307,2021-07-31,08:34:09:087750,DC VOLTAGE,5V,MEDIUM,4.297286
1308,2021-07-31,08:34:11:091542,DC VOLTAGE,5V,MEDIUM,4.297377
1309,2021-07-31,08:34:13:105691,DC VOLTAGE,5V,MEDIUM,4.297409
1310,2021-07-31,08:34:15:114676,DC VOLTAGE,5V,MEDIUM,4.297574
1311,2021-07-31,08:34:17:119834,DC VOLTAGE,5V,MEDIUM,4.297666
1312,2021-07-31,08:34:19:132725,DC VOLTAGE,5V,MEDIUM,4.297794
1313,2021-07-31,08:34:21:146658,DC VOLTAGE,5V,MEDIUM,4.297911
1314,2021-07-31,08:34:23:157163,DC VOLTAGE,5V,MEDIUM,4.297975
1315,2021-07-31,08:34:25:173082,DC VOLTAGE,5V,MEDIUM,4.298075
1316,2021-07-31,08:34:27:182762,DC VOLTAGE,5V,MEDIUM,4.298223
1317,2021-07-31,08:34:29:199169,DC VOLTAGE,5V,MEDIUM,4.29828
1318,2021-07-31,08:34:31:208744,DC VOLTAGE,5V,MEDIUM,4.298391
1319,2021-07-31,08:34:33:222729,DC VOLTAGE,5V,MEDIUM,4.298547
1320,2021-07-31,08:34:35:229844,DC VOLTAGE,5V,MEDIUM,4.298593
1321,2021-07-31,08:34:37:241511,DC VOLTAGE,5V,MEDIUM,4.298667
1322,2021-07-31,08:34:39:256736,DC VOLTAGE,5V,MEDIUM,4.298721
1323,2021-07-31,08:34:41:269101,DC VOLTAGE,5V,MEDIUM,4.298893
1324,2021-07-31,08:34:43:273638,DC VOLTAGE,5V,MEDIUM,4.298975
1325,2021-07-31,08:34:45:286736,DC VOLTAGE,5V,MEDIUM,4.299044
1326,2021-07-31,08:34:47:289074,DC VOLTAGE,5V,MEDIUM,4.299187
1327,2021-07-31,08:34:49:291526,DC VOLTAGE,5V,MEDIUM,4.299283
1328,2021-07-31,08:34:51:299722,DC VOLTAGE,5V,MEDIUM,4.299335
1329,2021-07-31,08:34:53:310675,DC VOLTAGE,5V,MEDIUM,4.299479
1330,2021-07-31,08:34:55:320690,DC VOLTAGE,5V,MEDIUM,4.299596
1331,2021-07-31,08:34:57:323646,DC VOLTAGE,5V,MEDIUM,4.299638
1332,2021-07-31,08:34:59:331129,DC VOLTAGE,5V,MEDIUM,4.299775
1333,2021-07-31,08:35:01:338778,DC VOLTAGE,5V,MEDIUM,4.299887
1334,2021-07-31,08:35:03:354715,DC VOLTAGE,5V,MEDIUM,4.299928
1335,2021-07-31,08:35:05:365633,DC VOLTAGE,5V,MEDIUM,4.300115
1336,2021-07-31,08:35:07:382654,DC VOLTAGE,5V,MEDIUM,4.300179
1337,2021-07-31,08:35:09:392712,DC VOLTAGE,5V,MEDIUM,4.30028
1338,2021-07-31,08:35:11:396841,DC VOLTAGE,5V,MEDIUM,4.300401
1339,2021-07-31,08:35:13:411964,DC VOLTAGE,5V,MEDIUM,4.300454
1340,2021-07-31,08:35:15:427206,DC VOLTAGE,5V,MEDIUM,4.300546
1341,2021-07-31,08:35:17:442611,DC VOLTAGE,5V,MEDIUM,4.300723
1342,2021-07-31,08:35:19:458700,DC VOLTAGE,5V,MEDIUM,4.300777
1343,2021-07-31,08:35:21:476725,DC VOLTAGE,5V,MEDIUM,4.300865
1344,2021-07-31,08:35:23:480655,DC VOLTAGE,5V,MEDIUM,4.301003
1345,2021-07-31,08:35:25:493738,DC VOLTAGE,5V,MEDIUM,4.301056
1346,2021-07-31,08:35:27:508747,DC VOLTAGE,5V,MEDIUM,4.301152
1347,2021-07-31,08:35:29:517758,DC VOLTAGE,5V,MEDIUM,4.3012
1348,2021-07-31,08:35:31:521519,DC VOLTAGE,5V,MEDIUM,4.30135
1349,2021-07-31,08:35:33:524669,DC VOLTAGE,5V,MEDIUM,4.301448
1350,2021-07-31,08:35:35:541631,DC VOLTAGE,5V,MEDIUM,4.301544
1351,2021-07-31,08:35:37:558689,DC VOLTAGE,5V,MEDIUM,4.301689
1352,2021-07-31,08:35:39:566746,DC VOLTAGE,5V,MEDIUM,4.301751
1353,2021-07-31,08:35:41:574666,DC VOLTAGE,5V,MEDIUM,4.301819
1354,2021-07-31,08:35:43:577761,DC VOLTAGE,5V,MEDIUM,4.301983
1355,2021-07-31,08:35:45:593779,DC VOLTAGE,5V,MEDIUM,4.302029
1356,2021-07-31,08:35:47:602669,DC VOLTAGE,5V,MEDIUM,4.302127
1357,2021-07-31,08:35:49:616779,DC VOLTAGE,5V,MEDIUM,4.302284
1358,2021-07-31,08:35:51:627731,DC VOLTAGE,5V,MEDIUM,4.30233
1359,2021-07-31,08:35:53:639696,DC VOLTAGE,5V,MEDIUM,4.302436
1360,2021-07-31,08:35:55:651605,DC VOLTAGE,5V,MEDIUM,4.30256
1361,2021-07-31,08:35:57:665813,DC VOLTAGE,5V,MEDIUM,4.302607
1362,2021-07-31,08:35:59:668702,DC VOLTAGE,5V,MEDIUM,4.302707
1363,2021-07-31,08:36:01:677679,DC VOLTAGE,5V,MEDIUM,4.302831
1364,2021-07-31,08:36:03:680002,DC VOLTAGE,5V,MEDIUM,4.302895
1365,2021-07-31,08:36:05:696861,DC VOLTAGE,5V,MEDIUM,4.303013
1366,2021-07-31,08:36:07:699230,DC VOLTAGE,5V,MEDIUM,4.303145
1367,2021-07-31,08:36:09:703808,DC VOLTAGE,5V,MEDIUM,4.303242
1368,2021-07-31,08:36:11:718791,DC VOLTAGE,5V,MEDIUM,4.303273
1369,2021-07-31,08:36:13:721551,DC VOLTAGE,5V,MEDIUM,4.30342
1370,2021-07-31,08:36:15:736757,DC VOLTAGE,5V,MEDIUM,4.303536
1371,2021-07-31,08:36:17:746916,DC VOLTAGE,5V,MEDIUM,4.303559
1372,2021-07-31,08:36:19:751542,DC VOLTAGE,5V,MEDIUM,4.303633
1373,2021-07-31,08:36:21:759751,DC VOLTAGE,5V,MEDIUM,4.303796
1374,2021-07-31,08:36:23:771541,DC VOLTAGE,5V,MEDIUM,4.303853
1375,2021-07-31,08:36:25:784791,DC VOLTAGE,5V,MEDIUM,4.303951
1376,2021-07-31,08:36:27:801106,DC VOLTAGE,5V,MEDIUM,4.304085
1377,2021-07-31,08:36:29:806745,DC VOLTAGE,5V,MEDIUM,4.304122
1378,2021-07-31,08:36:31:814716,DC VOLTAGE,5V,MEDIUM,4.304214
1379,2021-07-31,08:36:33:832730,DC VOLTAGE,5V,MEDIUM,4.304362
1380,2021-07-31,08:36:35:849757,DC VOLTAGE,5V,MEDIUM,4.304433
1381,2021-07-31,08:36:37:852774,DC VOLTAGE,5V,MEDIUM,4.304513
1382,2021-07-31,08:36:39:863651,DC VOLTAGE,5V,MEDIUM,4.304663
1383,2021-07-31,08:36:41:874775,DC VOLTAGE,5V,MEDIUM,4.304683
1384,2021-07-31,08:36:43:891179,DC VOLTAGE,5V,MEDIUM,4.304789
1385,2021-07-31,08:36:45:898740,DC VOLTAGE,5V,MEDIUM,4.304938
1386,2021-07-31,08:36:47:913787,DC VOLTAGE,5V,MEDIUM,4.304987
1387,2021-07-31,08:36:49:916061,DC VOLTAGE,5V,MEDIUM,4.305064
1388,2021-07-31,08:36:51:920641,DC VOLTAGE,5V,MEDIUM,4.305204
1389,2021-07-31,08:36:53:938535,DC VOLTAGE,5V,MEDIUM,4.305282
1390,2021-07-31,08:36:55:954589,DC VOLTAGE,5V,MEDIUM,4.305334
1391,2021-07-31,08:36:57:956844,DC VOLTAGE,5V,MEDIUM,4.305495
1392,2021-07-31,08:36:59:963733,DC VOLTAGE,5V,MEDIUM,4.305579
1393,2021-07-31,08:37:01:969752,DC VOLTAGE,5V,MEDIUM,4.305617
1394,2021-07-31,08:37:03:980648,DC VOLTAGE,5V,MEDIUM,4.305756
1395,2021-07-31,08:37:05:995983,DC VOLTAGE,5V,MEDIUM,4.305848
1396,2021-07-31,08:37:08:000723,DC VOLTAGE,5V,MEDIUM,4.305926
1397,2021-07-31,08:37:10:015619,DC VOLTAGE,5V,MEDIUM,4.306069
1398,2021-07-31,08:37:12:017902,DC VOLTAGE,5V,MEDIUM,4.306146
1399,2021-07-31,08:37:14:026867,DC VOLTAGE,5V,MEDIUM,4.306158
1400,2021-07-31,08:37:16:037639,DC VOLTAGE,5V,MEDIUM,4.306318
1401,2021-07-31,08:37:18:053746,DC VOLTAGE,5V,MEDIUM,4.306412
1402,2021-07-31,08:37:20:065742,DC VOLTAGE,5V,MEDIUM,4.306461
1403,2021-07-31,08:37:22:078652,DC VOLTAGE,5V,MEDIUM,4.306591
1404,2021-07-31,08:37:24:094641,DC VOLTAGE,5V,MEDIUM,4.306679
1405,2021-07-31,08:37:26:110188,DC VOLTAGE,5V,MEDIUM,4.306727
1406,2021-07-31,08:37:28:113643,DC VOLTAGE,5V,MEDIUM,4.306831
1407,2021-07-31,08:37:30:120054,DC VOLTAGE,5V,MEDIUM,4.306962
